# NKPT   177 NBND   150 NSPIN     2
# NPANEL     8
#      1   (0,0,0)/2
#     28   (*,1,0)/2
#     47   (0,1,0)/2
#     66   (0,0,0)/2
#     93   (1,1,0)/2
#    112   (1,0,0)/2
#    131   (0,0,0)/2
#    158   (1,*,0)/2
#    177   (1,0,0)/2
@ WITH G0
@ G0 ON
@ TITLE "ALPHA"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     9
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/2"
@ XAXIS TICK     1,     0.29928
@ XAXIS TICKLABEL    1,"(*,1,0)/2"
@ XAXIS TICK     2,     0.51091
@ XAXIS TICKLABEL    2,"(0,1,0)/2"
@ XAXIS TICK     3,     0.72253
@ XAXIS TICKLABEL    3,"(0,0,0)/2"
@ XAXIS TICK     4,     1.02181
@ XAXIS TICKLABEL    4,"(1,1,0)/2"
@ XAXIS TICK     5,     1.23344
@ XAXIS TICKLABEL    5,"(1,0,0)/2"
@ XAXIS TICK     6,     1.44506
@ XAXIS TICKLABEL    6,"(0,0,0)/2"
@ XAXIS TICK     7,     1.74435
@ XAXIS TICKLABEL    7,"(1,*,0)/2"
@ XAXIS TICK     8,     1.95597
@ XAXIS TICKLABEL    8,"(1,0,0)/2"
@ WORLD      0.00000,        -4.2,     1.95597,         1.3
@ VIEW      0.15000,     0.15000,     0.63709,     0.85000
  0.11085E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79646E+00 -0.77753E+00 -0.77558E+00 -0.76738E+00 -0.76382E+00 -0.75327E+00 -0.75197E+00 -0.74622E+00 -0.34858E+00 -0.33089E+00 -0.32430E+00 -0.31349E+00 -0.30208E+00 -0.27750E+00 -0.27244E+00 -0.26854E+00 -0.26844E+00 -0.26418E+00 -0.25639E+00 -0.25638E+00 -0.25462E+00 -0.24972E+00 -0.24788E+00 -0.24670E+00 -0.24645E+00 -0.24601E+00 -0.24327E+00 -0.23595E+00 -0.22179E+00 -0.20018E+00 -0.19698E+00 -0.19440E+00 -0.19423E+00 -0.19091E+00 -0.18071E+00 -0.17601E+00 -0.17215E+00 -0.16993E+00 -0.16801E+00 -0.15289E+00 -0.15267E+00 -0.15233E+00 -0.14919E+00 -0.14693E+00 -0.14564E+00 -0.13033E+00 -0.12852E+00 -0.11232E+00 -0.11231E+00 -0.10557E+00 -0.58224E-01  0.40809E-01  0.73757E-01  0.16862E+00  0.16951E+00  0.20819E+00  0.30953E+00  0.31302E+00  0.32412E+00  0.34196E+00  0.35264E+00  0.35393E+00  0.35647E+00  0.35679E+00  0.36288E+00  0.36447E+00  0.36449E+00  0.36841E+00  0.37444E+00  0.37474E+00  0.37552E+00  0.38379E+00  0.38724E+00  0.42445E+00  0.42840E+00  0.42928E+00  0.43362E+00  0.44090E+00  0.44194E+00  0.44407E+00  0.45820E+00  0.46590E+00  0.48515E+00  0.48754E+00  0.49791E+00  0.52976E+00  0.54472E+00  0.55008E+00  0.55666E+00  0.56496E+00  0.62691E+00  0.63284E+00  0.66793E+00  0.66981E+00  0.68754E+00  0.69847E+00  0.71429E+00  0.72169E+00  0.73544E+00  0.73824E+00  0.74225E+00  0.74682E+00  0.75391E+00  0.76821E+00  0.77576E+00  0.77707E+00  0.78726E+00  0.79829E+00  0.81388E+00  0.84459E+00  0.91076E+00  0.91429E+00  0.94967E+00  0.96945E+00  0.98359E+00  0.98447E+00  0.98481E+00  0.10511E+01  0.10512E+01  0.10513E+01  0.10741E+01  0.10815E+01  0.10938E+01  0.10959E+01  0.10986E+01  0.11009E+01  0.11211E+01  0.11213E+01  0.11357E+01  0.11683E+01  0.11923E+01  0.12347E+01  0.12367E+01  0.12368E+01
  0.12193E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79601E+00 -0.77799E+00 -0.77606E+00 -0.76697E+00 -0.76384E+00 -0.75330E+00 -0.75190E+00 -0.74619E+00 -0.34733E+00 -0.32974E+00 -0.32420E+00 -0.31240E+00 -0.30197E+00 -0.27808E+00 -0.27372E+00 -0.26821E+00 -0.26809E+00 -0.26652E+00 -0.25635E+00 -0.25634E+00 -0.25499E+00 -0.25023E+00 -0.24796E+00 -0.24737E+00 -0.24708E+00 -0.24685E+00 -0.24385E+00 -0.23749E+00 -0.22262E+00 -0.19897E+00 -0.19582E+00 -0.19449E+00 -0.19346E+00 -0.19160E+00 -0.17989E+00 -0.17524E+00 -0.17254E+00 -0.16894E+00 -0.16799E+00 -0.15359E+00 -0.15339E+00 -0.15299E+00 -0.14958E+00 -0.14656E+00 -0.14253E+00 -0.13007E+00 -0.12764E+00 -0.11274E+00 -0.11273E+00 -0.10581E+00 -0.56394E-01  0.39072E-01  0.76683E-01  0.16615E+00  0.16748E+00  0.20641E+00  0.31050E+00  0.31533E+00  0.32445E+00  0.34329E+00  0.35210E+00  0.35410E+00  0.35635E+00  0.35738E+00  0.36259E+00  0.36286E+00  0.36443E+00  0.36828E+00  0.37365E+00  0.37481E+00  0.37557E+00  0.38376E+00  0.38823E+00  0.42401E+00  0.42677E+00  0.42770E+00  0.43505E+00  0.44099E+00  0.44214E+00  0.44435E+00  0.45852E+00  0.46636E+00  0.48329E+00  0.48745E+00  0.49654E+00  0.52719E+00  0.54605E+00  0.55080E+00  0.55407E+00  0.55991E+00  0.62456E+00  0.63020E+00  0.66845E+00  0.66987E+00  0.68336E+00  0.70032E+00  0.71786E+00  0.72517E+00  0.73796E+00  0.74124E+00  0.74649E+00  0.75275E+00  0.76006E+00  0.76541E+00  0.77525E+00  0.77737E+00  0.79000E+00  0.79914E+00  0.81511E+00  0.83899E+00  0.91005E+00  0.91171E+00  0.95510E+00  0.96275E+00  0.98111E+00  0.98116E+00  0.99229E+00  0.10528E+01  0.10532E+01  0.10535E+01  0.10724E+01  0.10761E+01  0.10922E+01  0.10959E+01  0.10980E+01  0.10993E+01  0.11208E+01  0.11210E+01  0.11324E+01  0.11691E+01  0.11807E+01  0.12338E+01  0.12359E+01  0.12361E+01
  0.13301E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79553E+00 -0.77844E+00 -0.77654E+00 -0.76658E+00 -0.76393E+00 -0.75329E+00 -0.75183E+00 -0.74615E+00 -0.34598E+00 -0.32849E+00 -0.32409E+00 -0.31121E+00 -0.30187E+00 -0.27861E+00 -0.27506E+00 -0.26902E+00 -0.26785E+00 -0.26771E+00 -0.25630E+00 -0.25630E+00 -0.25539E+00 -0.25120E+00 -0.24806E+00 -0.24806E+00 -0.24774E+00 -0.24749E+00 -0.24407E+00 -0.23906E+00 -0.22349E+00 -0.19771E+00 -0.19477E+00 -0.19471E+00 -0.19265E+00 -0.19207E+00 -0.17902E+00 -0.17441E+00 -0.17304E+00 -0.16797E+00 -0.16796E+00 -0.15468E+00 -0.15434E+00 -0.15333E+00 -0.15003E+00 -0.14620E+00 -0.13912E+00 -0.13069E+00 -0.12584E+00 -0.11318E+00 -0.11318E+00 -0.10606E+00 -0.54556E-01  0.37326E-01  0.79781E-01  0.16359E+00  0.16537E+00  0.20442E+00  0.31134E+00  0.31772E+00  0.32532E+00  0.34462E+00  0.35149E+00  0.35427E+00  0.35609E+00  0.35801E+00  0.36078E+00  0.36135E+00  0.36597E+00  0.36814E+00  0.37288E+00  0.37498E+00  0.37572E+00  0.38372E+00  0.38929E+00  0.42350E+00  0.42512E+00  0.42606E+00  0.43661E+00  0.44118E+00  0.44244E+00  0.44476E+00  0.45877E+00  0.46671E+00  0.48142E+00  0.48692E+00  0.49523E+00  0.52444E+00  0.54480E+00  0.54742E+00  0.55192E+00  0.56165E+00  0.62225E+00  0.62760E+00  0.66906E+00  0.67010E+00  0.67912E+00  0.70237E+00  0.72125E+00  0.72839E+00  0.74030E+00  0.74404E+00  0.75047E+00  0.75938E+00  0.76220E+00  0.76660E+00  0.77300E+00  0.77874E+00  0.79321E+00  0.80043E+00  0.81647E+00  0.83389E+00  0.90894E+00  0.90919E+00  0.95606E+00  0.96018E+00  0.97734E+00  0.97802E+00  0.99992E+00  0.10553E+01  0.10562E+01  0.10563E+01  0.10636E+01  0.10786E+01  0.10869E+01  0.10906E+01  0.11009E+01  0.11024E+01  0.11206E+01  0.11207E+01  0.11281E+01  0.11695E+01  0.11703E+01  0.12326E+01  0.12331E+01  0.12334E+01
  0.14410E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79502E+00 -0.77886E+00 -0.77702E+00 -0.76621E+00 -0.76409E+00 -0.75325E+00 -0.75178E+00 -0.74611E+00 -0.34456E+00 -0.32715E+00 -0.32398E+00 -0.30993E+00 -0.30179E+00 -0.27909E+00 -0.27649E+00 -0.27162E+00 -0.26746E+00 -0.26730E+00 -0.25626E+00 -0.25626E+00 -0.25581E+00 -0.25254E+00 -0.24877E+00 -0.24843E+00 -0.24818E+00 -0.24782E+00 -0.24416E+00 -0.24062E+00 -0.22440E+00 -0.19640E+00 -0.19506E+00 -0.19364E+00 -0.19305E+00 -0.19127E+00 -0.17811E+00 -0.17363E+00 -0.17351E+00 -0.16795E+00 -0.16700E+00 -0.15591E+00 -0.15515E+00 -0.15369E+00 -0.15054E+00 -0.14582E+00 -0.13569E+00 -0.13146E+00 -0.12385E+00 -0.11365E+00 -0.11364E+00 -0.10630E+00 -0.52753E-01  0.35610E-01  0.83031E-01  0.16099E+00  0.16320E+00  0.20220E+00  0.31212E+00  0.32016E+00  0.32662E+00  0.34592E+00  0.35081E+00  0.35444E+00  0.35557E+00  0.35834E+00  0.35940E+00  0.36011E+00  0.36758E+00  0.36801E+00  0.37214E+00  0.37521E+00  0.37592E+00  0.38365E+00  0.39042E+00  0.42281E+00  0.42356E+00  0.42440E+00  0.43828E+00  0.44148E+00  0.44284E+00  0.44532E+00  0.45896E+00  0.46695E+00  0.47957E+00  0.48601E+00  0.49401E+00  0.52154E+00  0.53872E+00  0.54604E+00  0.54910E+00  0.56749E+00  0.61997E+00  0.62504E+00  0.66965E+00  0.67046E+00  0.67496E+00  0.70460E+00  0.72448E+00  0.73135E+00  0.74241E+00  0.74658E+00  0.75453E+00  0.75890E+00  0.76627E+00  0.77049E+00  0.77296E+00  0.77997E+00  0.79687E+00  0.80165E+00  0.81797E+00  0.82968E+00  0.90599E+00  0.90807E+00  0.94968E+00  0.96448E+00  0.97320E+00  0.97485E+00  0.10077E+01  0.10548E+01  0.10587E+01  0.10591E+01  0.10601E+01  0.10811E+01  0.10821E+01  0.10849E+01  0.11022E+01  0.11066E+01  0.11203E+01  0.11204E+01  0.11220E+01  0.11596E+01  0.11717E+01  0.12278E+01  0.12281E+01  0.12310E+01
  0.15518E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79448E+00 -0.77926E+00 -0.77749E+00 -0.76586E+00 -0.76432E+00 -0.75318E+00 -0.75174E+00 -0.74605E+00 -0.34306E+00 -0.32572E+00 -0.32387E+00 -0.30858E+00 -0.30173E+00 -0.27949E+00 -0.27801E+00 -0.27423E+00 -0.26705E+00 -0.26686E+00 -0.25625E+00 -0.25622E+00 -0.25621E+00 -0.25406E+00 -0.24951E+00 -0.24915E+00 -0.24834E+00 -0.24797E+00 -0.24421E+00 -0.24214E+00 -0.22536E+00 -0.19536E+00 -0.19506E+00 -0.19365E+00 -0.19262E+00 -0.19018E+00 -0.17716E+00 -0.17433E+00 -0.17256E+00 -0.16794E+00 -0.16605E+00 -0.15699E+00 -0.15600E+00 -0.15407E+00 -0.15112E+00 -0.14545E+00 -0.13233E+00 -0.13231E+00 -0.12177E+00 -0.11412E+00 -0.11411E+00 -0.10653E+00 -0.51028E-01  0.33964E-01  0.86414E-01  0.15836E+00  0.16102E+00  0.19978E+00  0.31297E+00  0.32260E+00  0.32819E+00  0.34715E+00  0.35005E+00  0.35460E+00  0.35473E+00  0.35706E+00  0.35928E+00  0.35983E+00  0.36787E+00  0.36922E+00  0.37143E+00  0.37547E+00  0.37616E+00  0.38358E+00  0.39160E+00  0.42152E+00  0.42257E+00  0.42275E+00  0.44005E+00  0.44191E+00  0.44335E+00  0.44604E+00  0.45905E+00  0.46706E+00  0.47775E+00  0.48478E+00  0.49289E+00  0.51849E+00  0.53262E+00  0.53999E+00  0.55091E+00  0.57401E+00  0.61773E+00  0.62254E+00  0.66912E+00  0.67094E+00  0.67197E+00  0.70698E+00  0.72756E+00  0.73404E+00  0.74427E+00  0.74882E+00  0.75537E+00  0.75875E+00  0.76790E+00  0.77323E+00  0.77809E+00  0.78220E+00  0.80095E+00  0.80199E+00  0.81960E+00  0.82705E+00  0.90287E+00  0.90649E+00  0.94390E+00  0.96648E+00  0.96897E+00  0.97324E+00  0.10156E+01  0.10463E+01  0.10623E+01  0.10628E+01  0.10646E+01  0.10749E+01  0.10787E+01  0.10867E+01  0.11027E+01  0.11107E+01  0.11143E+01  0.11201E+01  0.11203E+01  0.11518E+01  0.11734E+01  0.12202E+01  0.12204E+01  0.12293E+01
  0.16627E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79391E+00 -0.77964E+00 -0.77795E+00 -0.76553E+00 -0.76461E+00 -0.75308E+00 -0.75171E+00 -0.74598E+00 -0.34149E+00 -0.32422E+00 -0.32376E+00 -0.30717E+00 -0.30170E+00 -0.27981E+00 -0.27971E+00 -0.27673E+00 -0.26661E+00 -0.26640E+00 -0.25670E+00 -0.25618E+00 -0.25617E+00 -0.25565E+00 -0.25025E+00 -0.24988E+00 -0.24856E+00 -0.24803E+00 -0.24422E+00 -0.24358E+00 -0.22637E+00 -0.19566E+00 -0.19424E+00 -0.19370E+00 -0.19167E+00 -0.18905E+00 -0.17619E+00 -0.17512E+00 -0.17155E+00 -0.16793E+00 -0.16513E+00 -0.15790E+00 -0.15690E+00 -0.15448E+00 -0.15177E+00 -0.14507E+00 -0.13320E+00 -0.12911E+00 -0.11964E+00 -0.11461E+00 -0.11460E+00 -0.10671E+00 -0.49423E-01  0.32427E-01  0.89908E-01  0.15573E+00  0.15883E+00  0.19716E+00  0.31396E+00  0.32499E+00  0.32987E+00  0.34827E+00  0.34922E+00  0.35371E+00  0.35475E+00  0.35563E+00  0.35882E+00  0.36075E+00  0.36774E+00  0.37076E+00  0.37087E+00  0.37575E+00  0.37643E+00  0.38349E+00  0.39284E+00  0.41992E+00  0.42113E+00  0.42186E+00  0.44189E+00  0.44248E+00  0.44398E+00  0.44694E+00  0.45905E+00  0.46704E+00  0.47600E+00  0.48329E+00  0.49189E+00  0.51531E+00  0.52655E+00  0.53387E+00  0.55304E+00  0.58090E+00  0.61554E+00  0.62013E+00  0.66553E+00  0.67150E+00  0.67208E+00  0.70950E+00  0.73047E+00  0.73633E+00  0.74585E+00  0.75076E+00  0.75174E+00  0.76317E+00  0.76536E+00  0.77956E+00  0.78015E+00  0.78772E+00  0.80070E+00  0.80539E+00  0.82138E+00  0.82664E+00  0.89962E+00  0.90420E+00  0.93907E+00  0.96453E+00  0.96487E+00  0.97498E+00  0.10236E+01  0.10382E+01  0.10657E+01  0.10674E+01  0.10680E+01  0.10696E+01  0.10722E+01  0.10925E+01  0.10989E+01  0.11087E+01  0.11143E+01  0.11198E+01  0.11206E+01  0.11462E+01  0.11756E+01  0.12111E+01  0.12112E+01  0.12275E+01
  0.17735E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79333E+00 -0.78000E+00 -0.77840E+00 -0.76523E+00 -0.76495E+00 -0.75295E+00 -0.75169E+00 -0.74591E+00 -0.33985E+00 -0.32366E+00 -0.32264E+00 -0.30572E+00 -0.30169E+00 -0.28170E+00 -0.28005E+00 -0.27893E+00 -0.26614E+00 -0.26591E+00 -0.25727E+00 -0.25717E+00 -0.25613E+00 -0.25612E+00 -0.25101E+00 -0.25062E+00 -0.24889E+00 -0.24806E+00 -0.24486E+00 -0.24423E+00 -0.22745E+00 -0.19595E+00 -0.19479E+00 -0.19233E+00 -0.19078E+00 -0.18788E+00 -0.17597E+00 -0.17520E+00 -0.17051E+00 -0.16793E+00 -0.16424E+00 -0.15862E+00 -0.15783E+00 -0.15491E+00 -0.15247E+00 -0.14470E+00 -0.13412E+00 -0.12609E+00 -0.11749E+00 -0.11509E+00 -0.11509E+00 -0.10684E+00 -0.47979E-01  0.31035E-01  0.93495E-01  0.15315E+00  0.15666E+00  0.19438E+00  0.31514E+00  0.32726E+00  0.33152E+00  0.34830E+00  0.34916E+00  0.35281E+00  0.35444E+00  0.35489E+00  0.35859E+00  0.36181E+00  0.36761E+00  0.37013E+00  0.37250E+00  0.37604E+00  0.37670E+00  0.38340E+00  0.39413E+00  0.41833E+00  0.41956E+00  0.42113E+00  0.44318E+00  0.44379E+00  0.44475E+00  0.44805E+00  0.45896E+00  0.46689E+00  0.47432E+00  0.48159E+00  0.49099E+00  0.51202E+00  0.52054E+00  0.52778E+00  0.55549E+00  0.58800E+00  0.61342E+00  0.61784E+00  0.66134E+00  0.67210E+00  0.67284E+00  0.71215E+00  0.73321E+00  0.73788E+00  0.74717E+00  0.74839E+00  0.75242E+00  0.76298E+00  0.76780E+00  0.77965E+00  0.78693E+00  0.79413E+00  0.79778E+00  0.81010E+00  0.82331E+00  0.82835E+00  0.89624E+00  0.90095E+00  0.93550E+00  0.96111E+00  0.96141E+00  0.97749E+00  0.10305E+01  0.10317E+01  0.10611E+01  0.10653E+01  0.10694E+01  0.10725E+01  0.10737E+01  0.10890E+01  0.10993E+01  0.11083E+01  0.11166E+01  0.11196E+01  0.11221E+01  0.11423E+01  0.11781E+01  0.12013E+01  0.12013E+01  0.12255E+01
  0.18844E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79274E+00 -0.78032E+00 -0.77884E+00 -0.76532E+00 -0.76494E+00 -0.75281E+00 -0.75168E+00 -0.74583E+00 -0.33816E+00 -0.32356E+00 -0.32101E+00 -0.30428E+00 -0.30171E+00 -0.28399E+00 -0.28075E+00 -0.28020E+00 -0.26565E+00 -0.26539E+00 -0.25892E+00 -0.25764E+00 -0.25609E+00 -0.25608E+00 -0.25178E+00 -0.25138E+00 -0.24940E+00 -0.24805E+00 -0.24591E+00 -0.24423E+00 -0.22857E+00 -0.19624E+00 -0.19530E+00 -0.19097E+00 -0.18997E+00 -0.18670E+00 -0.17685E+00 -0.17420E+00 -0.16945E+00 -0.16792E+00 -0.16340E+00 -0.15917E+00 -0.15880E+00 -0.15536E+00 -0.15321E+00 -0.14434E+00 -0.13507E+00 -0.12332E+00 -0.11558E+00 -0.11557E+00 -0.11535E+00 -0.10688E+00 -0.46730E-01  0.29819E-01  0.97153E-01  0.15063E+00  0.15452E+00  0.19147E+00  0.31651E+00  0.32934E+00  0.33299E+00  0.34730E+00  0.34955E+00  0.35246E+00  0.35362E+00  0.35502E+00  0.35848E+00  0.36300E+00  0.36748E+00  0.36955E+00  0.37406E+00  0.37634E+00  0.37697E+00  0.38331E+00  0.39545E+00  0.41681E+00  0.41806E+00  0.42035E+00  0.44403E+00  0.44567E+00  0.44572E+00  0.44937E+00  0.45879E+00  0.46662E+00  0.47273E+00  0.47975E+00  0.49019E+00  0.50862E+00  0.51465E+00  0.52176E+00  0.55824E+00  0.59518E+00  0.61139E+00  0.61571E+00  0.65714E+00  0.67274E+00  0.67367E+00  0.71489E+00  0.73577E+00  0.73757E+00  0.74644E+00  0.74822E+00  0.75381E+00  0.76087E+00  0.77264E+00  0.77923E+00  0.79348E+00  0.79384E+00  0.80050E+00  0.81496E+00  0.82539E+00  0.83148E+00  0.89275E+00  0.89663E+00  0.93337E+00  0.95786E+00  0.95843E+00  0.97966E+00  0.10234E+01  0.10399E+01  0.10538E+01  0.10581E+01  0.10723E+01  0.10733E+01  0.10776E+01  0.10831E+01  0.11072E+01  0.11091E+01  0.11173E+01  0.11194E+01  0.11248E+01  0.11395E+01  0.11811E+01  0.11912E+01  0.11913E+01  0.12236E+01
  0.19952E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79214E+00 -0.78062E+00 -0.77928E+00 -0.76572E+00 -0.76468E+00 -0.75267E+00 -0.75168E+00 -0.74574E+00 -0.33641E+00 -0.32346E+00 -0.31933E+00 -0.30291E+00 -0.30174E+00 -0.28641E+00 -0.28228E+00 -0.28026E+00 -0.26514E+00 -0.26485E+00 -0.26060E+00 -0.25811E+00 -0.25606E+00 -0.25604E+00 -0.25254E+00 -0.25214E+00 -0.25015E+00 -0.24804E+00 -0.24663E+00 -0.24423E+00 -0.22973E+00 -0.19651E+00 -0.19577E+00 -0.18963E+00 -0.18923E+00 -0.18551E+00 -0.17772E+00 -0.17320E+00 -0.16836E+00 -0.16792E+00 -0.16260E+00 -0.15979E+00 -0.15955E+00 -0.15584E+00 -0.15400E+00 -0.14399E+00 -0.13602E+00 -0.12087E+00 -0.11604E+00 -0.11604E+00 -0.11325E+00 -0.10678E+00 -0.45699E-01  0.28799E-01  0.10086E+00  0.14821E+00  0.15242E+00  0.18847E+00  0.31805E+00  0.33114E+00  0.33417E+00  0.34623E+00  0.34937E+00  0.35286E+00  0.35322E+00  0.35513E+00  0.35843E+00  0.36433E+00  0.36737E+00  0.36903E+00  0.37551E+00  0.37664E+00  0.37724E+00  0.38322E+00  0.39681E+00  0.41537E+00  0.41665E+00  0.41952E+00  0.44502E+00  0.44674E+00  0.44766E+00  0.45091E+00  0.45855E+00  0.46628E+00  0.47125E+00  0.47780E+00  0.48946E+00  0.50511E+00  0.50893E+00  0.51585E+00  0.56128E+00  0.60220E+00  0.60947E+00  0.61388E+00  0.65306E+00  0.67337E+00  0.67449E+00  0.71767E+00  0.73466E+00  0.73814E+00  0.74664E+00  0.74901E+00  0.75498E+00  0.75909E+00  0.77768E+00  0.77840E+00  0.78945E+00  0.79970E+00  0.80660E+00  0.81986E+00  0.82763E+00  0.83537E+00  0.88919E+00  0.89137E+00  0.93262E+00  0.95528E+00  0.95597E+00  0.98136E+00  0.10169E+01  0.10461E+01  0.10482E+01  0.10507E+01  0.10611E+01  0.10775E+01  0.10828E+01  0.10866E+01  0.11100E+01  0.11160E+01  0.11175E+01  0.11193E+01  0.11277E+01  0.11374E+01  0.11814E+01  0.11816E+01  0.11846E+01  0.12200E+01
  0.21061E+00 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79153E+00 -0.78090E+00 -0.77970E+00 -0.76612E+00 -0.76444E+00 -0.75252E+00 -0.75169E+00 -0.74566E+00 -0.33462E+00 -0.32337E+00 -0.31762E+00 -0.30180E+00 -0.30174E+00 -0.28875E+00 -0.28358E+00 -0.28025E+00 -0.26460E+00 -0.26428E+00 -0.26230E+00 -0.25859E+00 -0.25603E+00 -0.25601E+00 -0.25330E+00 -0.25291E+00 -0.25107E+00 -0.24802E+00 -0.24708E+00 -0.24423E+00 -0.23090E+00 -0.19677E+00 -0.19619E+00 -0.18857E+00 -0.18832E+00 -0.18432E+00 -0.17856E+00 -0.17221E+00 -0.16791E+00 -0.16728E+00 -0.16187E+00 -0.16080E+00 -0.15981E+00 -0.15634E+00 -0.15481E+00 -0.14366E+00 -0.13698E+00 -0.11881E+00 -0.11649E+00 -0.11649E+00 -0.11121E+00 -0.10651E+00 -0.44898E-01  0.27988E-01  0.10460E+00  0.14592E+00  0.15038E+00  0.18544E+00  0.31975E+00  0.33256E+00  0.33498E+00  0.34510E+00  0.34911E+00  0.35326E+00  0.35361E+00  0.35523E+00  0.35841E+00  0.36578E+00  0.36725E+00  0.36855E+00  0.37666E+00  0.37710E+00  0.37749E+00  0.38314E+00  0.39819E+00  0.41405E+00  0.41536E+00  0.41863E+00  0.44618E+00  0.44797E+00  0.44958E+00  0.45268E+00  0.45829E+00  0.46589E+00  0.46989E+00  0.47581E+00  0.48878E+00  0.50139E+00  0.50354E+00  0.51009E+00  0.56461E+00  0.60769E+00  0.60792E+00  0.61330E+00  0.64926E+00  0.67398E+00  0.67527E+00  0.72030E+00  0.73053E+00  0.74031E+00  0.74780E+00  0.74953E+00  0.75596E+00  0.75773E+00  0.77723E+00  0.78290E+00  0.78494E+00  0.80550E+00  0.81233E+00  0.82464E+00  0.83006E+00  0.83960E+00  0.88543E+00  0.88558E+00  0.93304E+00  0.95348E+00  0.95421E+00  0.98264E+00  0.10109E+01  0.10380E+01  0.10432E+01  0.10488E+01  0.10565E+01  0.10820E+01  0.10880E+01  0.10912E+01  0.11111E+01  0.11174E+01  0.11192E+01  0.11256E+01  0.11302E+01  0.11358E+01  0.11720E+01  0.11722E+01  0.11885E+01  0.12086E+01
